question_id,set,difficulty,time_limit_ms,mode,instruction_en,instruction_hi,option_1,option_2,option_3,correct_positions,category,trap,twist_eligible,points
Q012083,pool,3,2600,except,TAP BOTH EXCEPT CHALK,CHALK छोड़कर बाकी दोनों पर टैप करें,CHALK,CUSTARD APPLE,SQUARE,"2,3",mixed,,no,20
Q012084,pool,4,2100,go,TAP TRIANGLE,TRIANGLE पर टैप करें,GUAVA,TRIANGLE,SQUARE,2,mixed,,yes,15
Q012085,pool,1,4000,hold,DON'T TAP IF YOU SEE BOAT,अगर BOAT दिखे तो टैप न करें,PURPLE,POMEGRANATE,BOAT,,mixed,no_go,no,15
Q012086,pool,1,4000,except,TAP BOTH EXCEPT IDLI,IDLI छोड़कर बाकी दोनों पर टैप करें,PINK,IDLI,TRAIN,"1,3",mixed,,no,15
Q012087,pool,2,3200,except,TAP BOTH EXCEPT TRAIN,TRAIN छोड़कर बाकी दोनों पर टैप करें,KOLKATA,BEAT,TRAIN,"1,2",mixed,,no,17
Q012088,pool,5,1700,rule,TAP THE COLOUR,रंग पर टैप करें,STONE,SOCKS,GREY,3,colour,,yes,21
Q012089,pool,3,2600,hold,DON'T TAP IF YOU SEE MARKET,अगर MARKET दिखे तो टैप न करें,BUCKET,MARKET,RAIN,,mixed,no_go,no,20
Q012090,pool,2,3200,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,29,89,13,2,biggest,,no,14
Q012091,pool,2,3200,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,40,73,27,3,smallest,,no,14
Q012092,pool,1,4000,hold,DON'T TAP IF YOU SEE MARKET,अगर MARKET दिखे तो टैप न करें,MARKET,SAND,PLATE,,mixed,no_go,no,15
Q012093,pool,1,4000,go,TAP 52,52 पर टैप करें,11,52,38,2,mixed,,no,10
Q012094,pool,2,3200,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,45,9,56,2,smallest,,no,14
Q012095,pool,4,2100,except,TAP BOTH EXCEPT BLACK,BLACK छोड़कर बाकी दोनों पर टैप करें,SUNDAY,BLACK,PENCIL,"1,3",mixed,,no,23
Q012096,pool,3,2600,go,TAP 10,10 पर टैप करें,10,TEN,26,1,mixed,digit_word,yes,13
Q012097,pool,1,4000,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,MUMBAI,DIWALI,SCHOOL,2,festival,,no,12
Q012098,pool,1,4000,go,TAP ROTI,ROTI पर टैप करें,ROTI,HALWA,MONKEY,1,mixed,,no,10
Q012099,pool,3,2600,hold,DON'T TAP IF YOU SEE PEACOCK,अगर PEACOCK दिखे तो टैप न करें,RABBIT,BUS,CAMEL,"1,2,3",mixed,,no,20
Q012100,pool,1,4000,rule,TAP THE CITY,शहर पर टैप करें,LUCKNOW,BOAT,UPMA,1,city,,no,12
Q012101,pool,3,2600,go,TAP LYCHEE,LYCHEE पर टैप करें,CLOCK,LYCHEE,BLOCK,2,mixed,lookalike,yes,13
Q012102,pool,1,4000,hold,DON'T TAP IF YOU SEE APPLE,अगर APPLE दिखे तो टैप न करें,APPLE,CUSTARD APPLE,ELEPHANT,,mixed,no_go,no,15
Q012103,pool,3,2600,except,TAP BOTH EXCEPT TABLA,TABLA छोड़कर बाकी दोनों पर टैप करें,POTTER,SPOON,TABLA,"1,2",mixed,,no,20
Q012104,pool,2,3200,go,TAP 86,86 पर टैप करें,86,26,7,1,mixed,,no,12
Q012105,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,14
Q012106,pool,3,2600,go,TAP 6,6 पर टैप करें,SIX,6,53,2,mixed,digit_word,yes,13
Q012107,pool,3,2600,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,EID,BALL,PINK,1,festival,,no,16
Q012108,pool,1,4000,hold,DON'T TAP IF YOU SEE SHIRT,अगर SHIRT दिखे तो टैप न करें,SIXER,HALWA,ORANGE,"1,2,3",mixed,,no,15
Q012109,pool,5,1700,except,TAP BOTH EXCEPT ORANGE,ORANGE छोड़कर बाकी दोनों पर टैप करें,WEAVER,SQUIRREL,ORANGE,"1,2",mixed,,no,26
Q012110,pool,1,4000,go,TAP PURPLE,PURPLE पर टैप करें,SURAT,PURPLE,UPMA,2,mixed,,no,10
Q012111,pool,2,3200,go,TAP MUMBAI,MUMBAI पर टैप करें,PITCH,GREEN,MUMBAI,3,mixed,,no,12
Q012112,pool,2,3200,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,LEFT,MIDDLE,2,position,slot_conflict,yes,14
Q012113,pool,2,3200,go,TAP KNEE,KNEE पर टैप करें,CYCLE,THUMB,KNEE,3,mixed,,no,12
Q012114,pool,5,1700,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,63,77,52,3,smallest,,yes,21
Q012115,pool,2,3200,go,TAP RED,RED पर टैप करें,RED,PILLOW,CURD,1,mixed,,no,12
Q012116,pool,2,3200,go,TAP HAND,HAND पर टैप करें,SCARF,WEAVER,HAND,3,mixed,,no,12
Q012117,pool,1,4000,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,12
Q012118,pool,5,1700,except,TAP BOTH EXCEPT THUNDER,THUNDER छोड़कर बाकी दोनों पर टैप करें,ORANGE,PONGAL,THUNDER,"1,2",mixed,,no,26
Q012119,pool,4,2100,go,TAP RED,RED पर टैप करें,BAISAKHI,RED,CURD,2,mixed,,yes,15
Q012120,pool,5,1700,except,TAP BOTH EXCEPT NOSE,NOSE छोड़कर बाकी दोनों पर टैप करें,JALEBI,NOSE,FLUTE,"1,3",mixed,,no,26
Q012121,pool,5,1700,except,TAP BOTH EXCEPT CHRISTMAS,CHRISTMAS छोड़कर बाकी दोनों पर टैप करें,GOAT,PLATE,CHRISTMAS,"1,2",mixed,,no,26
Q012122,pool,5,1700,go,TAP VADA,VADA पर टैप करें,DUSSEHRA,VADA,PEN,2,mixed,,yes,18
Q012123,pool,2,3200,hold,DON'T TAP IF YOU SEE WINDOW,अगर WINDOW दिखे तो टैप न करें,CAT,WINDOW,MAP,,mixed,no_go,no,17
Q012124,pool,1,4000,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,13,75,45,1,smallest,,no,12
Q012125,pool,4,2100,hold,DON'T TAP IF YOU SEE BENGALURU,अगर BENGALURU दिखे तो टैप न करें,LOHRI,BENGALURU,RIVER,,mixed,no_go,no,23
Q012126,pool,1,4000,go,TAP 21,21 पर टैप करें,26,65,21,3,mixed,,no,10
Q012127,pool,5,1700,hold,DON'T TAP IF YOU SEE TRUCK,अगर TRUCK दिखे तो टैप न करें,RIVER,ARROW,TRUCK,,mixed,no_go,no,26
Q012128,pool,5,1700,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,61,20,55,2,smallest,,yes,21
Q012129,pool,1,4000,except,TAP BOTH EXCEPT PURI,PURI छोड़कर बाकी दोनों पर टैप करें,DRUM,NOON,PURI,"1,2",mixed,,no,15
Q012130,pool,2,3200,go,TAP 25,25 पर टैप करें,33,67,25,3,mixed,,no,12
Q012131,pool,4,2100,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,20,43,82,2,odd,,yes,18
Q012132,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,LEFT,RIGHT,1,position,slot_conflict,yes,14
Q012133,pool,1,4000,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,MIDDLE,LEFT,2,position,,yes,12
Q012134,pool,5,1700,except,TAP BOTH EXCEPT DOCTOR,DOCTOR छोड़कर बाकी दोनों पर टैप करें,DOCTOR,COCONUT,HOSPITAL,"2,3",mixed,,no,26
Q012135,pool,1,4000,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,56,13,64,2,odd,,no,12
Q012136,pool,5,1700,except,TAP BOTH EXCEPT HAIR,HAIR छोड़कर बाकी दोनों पर टैप करें,PILLOW,GARDEN,HAIR,"1,2",mixed,,no,26
Q012137,pool,3,2600,rule,TAP THE VEHICLE,वाहन पर टैप करें,CLOUDY,SUNDAY,CYCLE,3,vehicle,,no,16
Q012138,pool,1,4000,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,12
Q012139,pool,5,1700,except,TAP BOTH EXCEPT DIAMOND,DIAMOND छोड़कर बाकी दोनों पर टैप करें,DIAMOND,RAINY,CHAPATI,"2,3",mixed,,no,26
Q012140,pool,1,4000,go,TAP DOG,DOG पर टैप करें,DHOL,DRUM,DOG,3,mixed,,no,10
Q012141,pool,5,1700,except,TAP BOTH EXCEPT NOON,NOON छोड़कर बाकी दोनों पर टैप करें,PATNA,NOON,PURPLE,"1,3",mixed,,no,26
Q012142,pool,3,2600,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,51,16,6,3,smallest,,no,16
Q012143,pool,1,4000,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,92,51,34,3,smallest,,no,12
Q012144,pool,3,2600,go,TAP PINK,PINK पर टैप करें,PITCH,WHISTLE,PINK,3,mixed,,yes,13
Q012145,pool,3,2600,except,TAP BOTH EXCEPT METRO,METRO छोड़कर बाकी दोनों पर टैप करें,CAMEL,FROST,METRO,"1,2",mixed,,no,20
Q012146,pool,1,4000,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,LEFT,MIDDLE,2,position,slot_conflict,yes,12
Q012147,pool,3,2600,hold,DON'T TAP IF YOU SEE DAL,अगर DAL दिखे तो टैप न करें,TURBAN,POTTER,FROST,"1,2,3",mixed,,no,20
Q012148,pool,5,1700,go,TAP APPLE,APPLE पर टैप करें,STORM,APPLE,METRO,2,mixed,,yes,18
Q012149,pool,5,1700,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,27,62,55,2,even,,yes,21
Q012150,pool,1,4000,rule,TAP THE FRUIT,फल पर टैप करें,POMEGRANATE,BLUE,JEEP,1,fruit,,no,12
Q012151,pool,1,4000,go,TAP DEER,DEER पर टैप करें,SOCKS,DEER,PILLOW,2,mixed,,no,10
Q012152,pool,3,2600,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,60,86,27,3,smallest,,no,16
Q012153,pool,4,2100,go,TAP BREEZE,BREEZE पर टैप करें,BREEZE,MUMBAI,TEMPLE,1,mixed,,yes,15
Q012154,pool,1,4000,go,TAP 12,12 पर टैप करें,12,60,72,1,mixed,,no,10
Q012155,pool,3,2600,go,TAP PITCH,PITCH पर टैप करें,PITCH,ORANGE,POMEGRANATE,1,mixed,,yes,13
Q012156,pool,1,4000,rule,TAP THE SHAPE,आकृति पर टैप करें,KNEE,CIRCLE,HAIR,2,shape,,no,12
Q012157,pool,1,4000,go,TAP RUNOUT,RUNOUT पर टैप करें,CHALK,SAREE,RUNOUT,3,mixed,,no,10
Q012158,pool,5,1700,rule,TAP THE COLOUR,रंग पर टैप करें,SITAR,BLACK,GRAPES,2,colour,,yes,21
Q012159,pool,5,1700,go,TAP WEAVER,WEAVER पर टैप करें,SITAR,WEAVER,CAMEL,2,mixed,,yes,18
Q012160,pool,1,4000,go,TAP RAIN,RAIN पर टैप करें,SUNNY,RAIN,POMEGRANATE,2,mixed,,no,10
Q012161,pool,4,2100,rule,TAP THE VEHICLE,वाहन पर टैप करें,TRUCK,COCONUT,CIRCLE,1,vehicle,,yes,18
Q012162,pool,4,2100,go,TAP GOLDEN,GOLDEN पर टैप करें,RIVER,GOLDEN,ORANGE,2,mixed,,yes,15
Q012163,pool,4,2100,hold,DON'T TAP IF YOU SEE DRIVER,अगर DRIVER दिखे तो टैप न करें,DRIVER,PEACOCK,POTTER,,mixed,no_go,no,23
Q012164,pool,4,2100,hold,DON'T TAP IF YOU SEE BREEZE,अगर BREEZE दिखे तो टैप न करें,TOOTH,PICKLE,KOLKATA,"1,2,3",mixed,,no,23
Q012165,pool,3,2600,go,TAP FOOT,FOOT पर टैप करें,FOOT,CATCH,FROST,1,mixed,,yes,13
Q012166,pool,3,2600,hold,DON'T TAP IF YOU SEE RAINY,अगर RAINY दिखे तो टैप न करें,DHOL,HYDERABAD,GOLDEN,"1,2,3",mixed,,no,20
Q012167,pool,3,2600,go,TAP HAND,HAND पर टैप करें,BOOK,HAND,BAND,2,mixed,lookalike,yes,13
Q012168,pool,5,1700,except,TAP BOTH EXCEPT RAIN,RAIN छोड़कर बाकी दोनों पर टैप करें,TRACTOR,VADA,RAIN,"1,2",mixed,,no,26
Q012169,pool,4,2100,go,TAP STORM,STORM पर टैप करें,STORM,SUNDAY,LEMON,1,mixed,,yes,15
Q012170,pool,5,1700,go,TAP PEN,PEN पर टैप करें,CURD,PIN,PEN,3,mixed,lookalike,yes,18
Q012171,pool,3,2600,rule,TAP THE COLOUR,रंग पर टैप करें,WHITE,PONGAL,HOSPITAL,1,colour,,no,16
Q012172,pool,2,3200,hold,DON'T TAP IF YOU SEE FLOWER,अगर FLOWER दिखे तो टैप न करें,DIWALI,RICE,FISH,"1,2,3",mixed,,no,17
Q012173,pool,1,4000,hold,DON'T TAP IF YOU SEE WHITE,अगर WHITE दिखे तो टैप न करें,TABLE,WHITE,GOLDEN,,mixed,no_go,no,15
Q012174,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,14
Q012175,pool,5,1700,hold,DON'T TAP IF YOU SEE FOREST,अगर FOREST दिखे तो टैप न करें,BUS,EAR,STAR,"1,2,3",mixed,,no,26
Q012176,pool,3,2600,rule,TAP THE CITY,शहर पर टैप करें,PENCIL,SAMOSA,KOLKATA,3,city,,no,16
Q012177,pool,1,4000,hold,DON'T TAP IF YOU SEE KHEER,अगर KHEER दिखे तो टैप न करें,FARMER,KHEER,NOSE,,mixed,no_go,no,15
Q012178,pool,2,3200,hold,DON'T TAP IF YOU SEE FROST,अगर FROST दिखे तो टैप न करें,NOON,NIGHT,ERASER,"1,2,3",mixed,,no,17
Q012179,pool,4,2100,hold,DON'T TAP IF YOU SEE DHOL,अगर DHOL दिखे तो टैप न करें,CAT,RABBIT,MORNING,"1,2,3",mixed,,no,23
Q012180,pool,4,2100,go,TAP BROWN,BROWN पर टैप करें,BROWN,CYCLE,NIGHT,1,mixed,,yes,15
Q012181,pool,2,3200,go,TAP 10,10 पर टैप करें,84,53,10,3,mixed,,no,12
Q012182,pool,2,3200,rule,TAP THE VEHICLE,वाहन पर टैप करें,CYCLE,FARMER,BAT,1,vehicle,,no,14
Q012183,pool,4,2100,go,TAP CROWN,CROWN पर टैप करें,NOON,CROWN,CROW,2,mixed,lookalike,yes,15
Q012184,pool,2,3200,go,TAP PURI,PURI पर टैप करें,CREASE,GARDEN,PURI,3,mixed,,no,12
Q012185,pool,3,2600,hold,DON'T TAP IF YOU SEE OVAL,अगर OVAL दिखे तो टैप न करें,OVAL,FINGER,BLACK,,mixed,no_go,no,20
Q012186,pool,5,1700,go,TAP FROST,FROST पर टैप करें,FROST,KOLKATA,SURAT,1,mixed,,yes,18
Q012187,pool,2,3200,go,TAP 82,82 पर टैप करें,2,76,82,3,mixed,,no,12
Q012188,pool,4,2100,go,TAP BELL,BELL पर टैप करें,FIELD,BELL,PEN,2,mixed,,yes,15
Q012189,pool,4,2100,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,67,56,7,1,biggest,,yes,18
Q012190,pool,5,1700,go,TAP BROWN,BROWN पर टैप करें,LUCKNOW,AUTO,BROWN,3,mixed,,yes,18
Q012191,pool,5,1700,except,TAP BOTH EXCEPT MARKET,MARKET छोड़कर बाकी दोनों पर टैप करें,MARKET,BUFFALO,APPLE,"2,3",mixed,,no,26
Q012192,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,14
Q012193,pool,4,2100,go,TAP PEN,PEN पर टैप करें,SAREE,PEN,DOG,2,mixed,,yes,15
Q012194,pool,5,1700,hold,DON'T TAP IF YOU SEE OFFICE,अगर OFFICE दिखे तो टैप न करें,SITAR,OFFICE,GUARD,,mixed,no_go,no,26
Q012195,pool,3,2600,go,TAP BREEZE,BREEZE पर टैप करें,RICE,BREEZE,CUBE,2,mixed,,yes,13
Q012196,pool,2,3200,hold,DON'T TAP IF YOU SEE BENGALURU,अगर BENGALURU दिखे तो टैप न करें,CYCLE,MIRROR,KOLKATA,"1,2,3",mixed,,no,17
Q012197,pool,2,3200,go,TAP 7,7 पर टैप करें,7,63,69,1,mixed,,no,12
Q012198,pool,5,1700,except,TAP BOTH EXCEPT CHUTNEY,CHUTNEY छोड़कर बाकी दोनों पर टैप करें,PINK,STUMPS,CHUTNEY,"1,2",mixed,,no,26
Q012199,pool,5,1700,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,36,81,77,1,even,,yes,21
Q012200,pool,3,2600,hold,DON'T TAP IF YOU SEE UGADI,अगर UGADI दिखे तो टैप न करें,UGADI,OVER,TABLE,,mixed,no_go,no,20
Q012201,pool,1,4000,go,TAP RAINY,RAINY पर टैप करें,SAMOSA,FLOWER,RAINY,3,mixed,,no,10
Q012202,pool,4,2100,rule,TAP THE CITY,शहर पर टैप करें,LYCHEE,PATNA,CYCLE,2,city,,yes,18
Q012203,pool,5,1700,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,23,10,78,2,smallest,,yes,21
Q012204,pool,1,4000,except,TAP BOTH EXCEPT TRAIN,TRAIN छोड़कर बाकी दोनों पर टैप करें,TRAIN,SPOON,THUNDER,"2,3",mixed,,no,15
Q012205,pool,3,2600,go,TAP 23,23 पर टैप करें,TWELVE,23,12,2,mixed,digit_word,yes,13
Q012206,pool,5,1700,except,TAP BOTH EXCEPT SUNNY,SUNNY छोड़कर बाकी दोनों पर टैप करें,SUNNY,MONDAY,MANGO,"2,3",mixed,,no,26
Q012207,pool,4,2100,rule,TAP THE COLOUR,रंग पर टैप करें,YELLOW,LUCKNOW,BAISAKHI,1,colour,,yes,18
Q012208,pool,2,3200,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,LEFT,RIGHT,MIDDLE,2,position,slot_conflict,yes,14
Q012209,pool,5,1700,go,TAP CROSS,CROSS पर टैप करें,CROSS,CATCH,FISH,1,mixed,,yes,18
Q012210,pool,2,3200,hold,DON'T TAP IF YOU SEE DHOL,अगर DHOL दिखे तो टैप न करें,PEN,HAIL,DHOL,,mixed,no_go,no,17
Q012211,pool,4,2100,except,TAP BOTH EXCEPT SHIRT,SHIRT छोड़कर बाकी दोनों पर टैप करें,THUNDER,SHIRT,LEHENGA,"1,3",mixed,,no,23
Q012212,pool,3,2600,go,TAP BELL,BELL पर टैप करें,BELL,CHIKOO,KOLKATA,1,mixed,,yes,13
Q012213,pool,1,4000,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,10,26,53,3,biggest,,no,12
Q012214,pool,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,16
Q012215,pool,2,3200,go,TAP ONAM,ONAM पर टैप करें,GREY,CLOUDY,ONAM,3,mixed,,no,12
Q012216,pool,1,4000,rule,TAP THE ANIMAL,जानवर पर टैप करें,OVER,FOREST,PEACOCK,3,animal,,no,12
Q012217,pool,3,2600,go,TAP FROST,FROST पर टैप करें,CROSS,FROST,ARROW,2,mixed,,yes,13
Q012218,pool,4,2100,rule,TAP THE CITY,शहर पर टैप करें,SUNNY,MYSURU,SIXER,2,city,,yes,18
Q012219,pool,4,2100,except,TAP BOTH EXCEPT SQUIRREL,SQUIRREL छोड़कर बाकी दोनों पर टैप करें,WHITE,DELHI,SQUIRREL,"1,2",mixed,,no,23
Q012220,pool,1,4000,except,TAP BOTH EXCEPT BLACK,BLACK छोड़कर बाकी दोनों पर टैप करें,HAIR,BLACK,SLATE,"1,3",mixed,,no,15
Q012221,pool,1,4000,hold,DON'T TAP IF YOU SEE FINGER,अगर FINGER दिखे तो टैप न करें,SPOON,CHRISTMAS,BAISAKHI,"1,2,3",mixed,,no,15
Q012222,pool,4,2100,go,TAP BAT,BAT पर टैप करें,STORM,WEAVER,BAT,3,mixed,,yes,15
Q012223,pool,4,2100,go,TAP SNAKE,SNAKE पर टैप करें,SNAKE,BENCH,RICKSHAW,1,mixed,,yes,15
Q012224,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,14
